starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 20 20:18:11 2014	1392920291	0	1101	1101	1078
Thu Feb 20 20:18:03 2014	1392920283	0	1101	1101	1087
Thu Feb 20 20:18:01 2014	1392920281	0	1101	1102	1083
Thu Feb 20 20:18:08 2014	1392920288	0	1101	1102	1077
Thu Feb 20 20:18:02 2014	1392920282	0	1101	1102	1077
Thu Feb 20 20:18:01 2014	1392920281	0	1101	1102	1084
Thu Feb 20 20:18:11 2014	1392920291	0	1101	1102	1085
Thu Feb 20 20:18:02 2014	1392920282	0	1102	1102	1083
Thu Feb 20 20:18:02 2014	1392920282	0	1102	1102	1076
Thu Feb 20 20:18:03 2014	1392920283	0	1102	1102	1086
Thu Feb 20 20:18:11 2014	1392920291	0	1102	1102	1086
Thu Feb 20 20:18:17 2014	1392920297	0	1102	1102	1089
Thu Feb 20 20:18:16 2014	1392920296	0	1102	1102	1083
Thu Feb 20 20:18:18 2014	1392920298	0	1102	1102	1078
Thu Feb 20 20:18:03 2014	1392920283	0	1102	1102	1078
Thu Feb 20 20:18:16 2014	1392920296	0	1102	1102	1085
Thu Feb 20 20:18:17 2014	1392920297	0	1102	1102	1084
Thu Feb 20 20:18:12 2014	1392920292	0	1102	1102	1085
Thu Feb 20 20:18:01 2014	1392920281	0	1102	1102	1086
Thu Feb 20 20:18:08 2014	1392920288	0	1102	1103	1084
Thu Feb 20 20:18:03 2014	1392920283	0	1102	1103	1089
Thu Feb 20 20:18:10 2014	1392920290	0	1103	1103	1086
Thu Feb 20 20:18:14 2014	1392920294	0	1103	1103	1077
Thu Feb 20 20:18:13 2014	1392920293	0	1103	1103	1087
Thu Feb 20 20:18:00 2014	1392920280	0	1103	1103	1087
Thu Feb 20 20:18:08 2014	1392920288	0	1103	1103	1078
Thu Feb 20 20:18:08 2014	1392920288	0	1103	1103	1087
Thu Feb 20 20:18:04 2014	1392920284	0	1103	1103	1087
Thu Feb 20 20:18:03 2014	1392920283	0	1103	1103	1076
Thu Feb 20 20:18:03 2014	1392920283	0	1103	1103	1082
Thu Feb 20 20:18:12 2014	1392920292	0	1103	1103	1089
Thu Feb 20 20:18:10 2014	1392920290	0	1103	1103	1081
Thu Feb 20 20:18:18 2014	1392920298	0	1103	1103	1076
Thu Feb 20 20:18:01 2014	1392920281	0	1103	1103	1088
Thu Feb 20 20:18:02 2014	1392920282	0	1103	1104	1081
